Fighter,Summary,Link
Paulo Rezende,"Paulo Rezende, commonly known as “Paulão” Rezende, is a 4th degree Brazilian jiu jitsu black belt under Leonardo Castello Branco, being an iconic figure of the sport particularly in the Brazilian state of Minas Gerais, from where he has developed some of the best grapplers the world has laid eyes on, such as Marcelo Garcia, Reinaldo Ribeiro, Rodrigo Ranieri and Matheus Diniz to name a few.",https://www.bjjheroes.com/bjj-fighters/paulo-rezende
Vinicius Amaral,"Vinicius Amaral is judo and Brazilian jiu jitsu black belt, the latter awarded by two legendary instructors: César “Casquinha” Guimarães and Master Carlson Gracie. An iconic figure in both sports, Amaral took part in the Brazilian National Judo Squad for 5 years, while in BJJ he represented Carlson Gracie Academy as well as Gama Filho, GF Team and Game Fight, earning several world titles in jiu jitsu. Vinicius is also a highly regarded instructor, having developed high-end athletes such as Bruno Malfacine, Theodoro Canal, Denilson Pimenta, etc. In 1999 Vinicius Amaral founded Game Fight, a well respected academy with a broad affiliate network.",https://www.bjjheroes.com/bjj-fighters/vinicius-amaral
Carlson Gracie Junior,"Carlson Gracie Junior is a 5th degree black belt under his father, Carlson Gracie (sr) being also the head representative of the Carlson Gracie Association, as well as the head coach of the Carlson Gracie Academy in Chicago, IL – where he moved to in 1996.",https://www.bjjheroes.com/bjj-fighters/carlson-gracie-junior
Wilson Reis,"Wilson Reis is a Brazilian jiu jitsu black belt under Roberto Godoi, being one of the sport’s most successful transitions to mixed martial arts (MMA). Wilson Reis conquered important medals in jiu jitsu, including a São Paulo state title (2004) and a world title (2004), before making the transition to MMA where Reis competed in important organizations such as EliteXC (bantamweight belt holder), Bellator and more recently the Ultimate Fighting Championship (UFC).",https://www.bjjheroes.com/bjj-fighters/wilson-reis
EBI 5 “The Lightweights” Card,"The 5th edition of EBI seemed promising at the start, with the promoters toying with the idea of adding a few prominent grapplers from jiu jitsu’s main competitive environment, namely IBJJF or the ADCC medalists. The card is finally out, find out who is involved.",https://www.bjjheroes.com/bjj-fighters/ebi-5-the-lightweights-card
Rodrigo Freitas,"Rodrigo Freitas is a Brazilian jiu jitsu black belt under Aldo Januário (Caveirinha), known as one of the top competitors of his generation, a …",https://www.bjjheroes.com/bjj-fighters/rodrigo-freitas
Thiago Gaia,"Thiago Gaia is a mixed martial arts (MMA) fighter and Brazilian jiu jitsu black belt under Marco Barbosa, having spent most of his lower belt career under the tutelage of Leonardo Vieira. Regarded as one of the hottest prospects in the sport since his purple belt campaign (2009/10), Gaia confirmed his talent as a black belt medalling in some of Brazil’s top tournaments, particularly in Sao Paulo’s No-Gi grappling scene.",https://www.bjjheroes.com/bjj-fighters/thiago-gaia
Thiago Abreu,"Thiago Abreu, commonly known as Thiago “Baiano” is a Brazilian jiu jitsu black belt under Rodrigo Cavaca and a representative of the Checkmat team in the sport’s competitive circuit, having conquered medals in some of the main tournaments of the grappling world, including the World Championship (Gi and No-Gi) as well as the Pan American Championship and Sao Paulo Open.",https://www.bjjheroes.com/bjj-fighters/thiago-abreu
Daniel Wanderley,"Daniel Wanderley, also known as “Cachorrão” or Big Dog, is a Brazilian jiu jitsu black belt under Gutenberg Melo commonly known for his involvement in the development of mixed martial arts (MMA) stars such as Anthony Pettis, Erik Koch and Ben Askren at the Roufusport MMA academy. As a competitor, Wanderley has also ventured into MMA, while achieving important medals in jiu jitsu, particularly in the “over 30” category (masters) where he won the Pan American No-Gi Champion and placed 2nd in the World No-Gi Championship.",https://www.bjjheroes.com/bjj-fighters/daniel-wanderley
Felicia Oh,"Felicia Oh is a Brazilian jiu jitsu black belt under Jean Jacques Machado, being part of the Woman’s BJJ Dirty Dozen as the 6th woman outside Brazil to achieve the rank in this martial art (5th in the USA). Oh is also an accomplished competitor in both gi and no-gi, having medalled in important events such as the World and Pan American Championships (gi and nogi), the ADCC as well as the US Open, to name a few.",https://www.bjjheroes.com/bjj-fighters/felicia-oh
Fábio “Negão” Nascimento,"Fábio Nascimento, commonly known as Fábio “Negão” is a Brazilian jiu jitsu black belt under Moises Muradi, who is widely recognized as one of the best competitors of the 2000’s decade, a period in which he earned numerous titles and defeated many big names of the sport, including Ronaldo Souza, Demian Maia, Roger Coelho and many others. Nascimento is also a highly regarded BJJ referee as well as a former professional mixed martial arts (MMA) fighter.",https://www.bjjheroes.com/bjj-fighters/fabio-negao-nascimento
Jorge Pereira,Jorge Pereira is a Brazilian jiu jitsu coral belt (7th degree) who earned his black belt training under Rickson Gracie (1986). Pereira is known …,https://www.bjjheroes.com/bjj-fighters/jorge-pereira
Jared Dopp,"Jared Dopp is an American born Brazilian jiu-jitsu black belt under Rafael Lovato Junior, who has been regarded as one of the top athletes …",https://www.bjjheroes.com/bjj-fighters/jared-dopp
Chris Haueter,"Chris Haueter is a Brazilian jiu jitsu black belt under Rigan Machado, a grade achieved on December 1996 which made Haueter part of the BJJ Dirty Dozen, the first 12 practitioners outside Brazil to achieve the rank of black belt in this martial art. Haueter is also a former US marine and creator of the Combat Base Jiu Jitsu school, being known among the grappling community for his pioneering teaching style and conceptual coaching ability.",https://www.bjjheroes.com/bjj-fighters/chris-haueter
DC Maxwell,"Deborah Christine Maxwell, commonly known as DC Maxwell is a Brazilian jiu jitsu black belt under Saulo Ribeiro, being part of the Woman’s BJJ Dirty Dozen as the 3rd woman outside Brazil to achieve the rank in this martial art (2nd in the USA). Maxwell is an extremely important figure in the development of the sport/martial art in the East Coast of the United States, particularly within the Delaware Valley and Tri-State area, where DC was one of the very first female athletes and jiu jitsu gym owners.",https://www.bjjheroes.com/bjj-fighters/dc-maxwell
Abu Dhabi Grand Slam LA Results,"One of the main Brazilian jiu jitsu tournaments of this year’s fall, the Azusa Pacific University was the host to the Abu Dhabi Grand Slam Tour – Los Angeles. Find the full results of the black belts here.",https://www.bjjheroes.com/bjj-fighters/abu-dhabi-grand-slam-los-angeles-results
Mahamed Aly,"Mahamed Aly is a Brazilian jiu jitsu black belt under Lloyd Irvin, and a former student of Everaldo Penco as well as Antônio Rogério & Antônio Rodrigo Nogueira. Aly made a name for himself in the lower belt divisions of the sport, particularly in the brown belt category where he conquered important titles such as IBJJF World Champion, European Open Champion, as well as Pan American (No Gi) and American National Champion.",https://www.bjjheroes.com/bjj-fighters/mahamed-aly
André Glodzinski,"André Glodzinski is a Brazilian jiu jitsu black belt under Master Max Trombini being one of the top representatives of Cia Paulista in the United States. One of the most prestigious referees in the sport, Glodzinski is also known for his inspirational life story, one that saw André return to activity with a prosperous career as a coach and a competitor after a severe car crash which left permanent physical damage.",https://www.bjjheroes.com/bjj-fighters/andre-glodzinski
Everdan “Mestre Dan” Olegário,"Everdan Olegário, commonly known as “Mestre Dan” (Master Dan), is a Brazilian jiu jitsu black belt who trained under the illustrious Fernando Tererê, being also one of the leading figures in the grappling world. From his Cohab Jiu Jitsu, a small academy located inside the social housing community of COHAB in Itaquera – Sao Paulo, Master Dan has produced numerous high level jiu jitsu competitors, including Sérgio Moraes, Guilherme Augusto, Dimitrius Souza, Paulo Baraúna, and to name a few.",https://www.bjjheroes.com/bjj-fighters/everdan-mestre-dan-olegario
Bruno Paulista,"Bruno Paulista, also known as Bruno “Mamute”, is a Brazilian jiu jitsu black belt under Alexandre de Souza and a World and Pan American No-Gi Champion, who on April 2010 suffered a severe and life changing car accident in which Paulista lost many of his basic motor capabilities, such as walking down stairs or chewing. After 4 surgeries and many years of recovery, on March 2015 Bruno Mamute returned to competition at the IBJJF Pan American Championships.",https://www.bjjheroes.com/bjj-fighters/bruno-paulista
José Tiago Barros,"José Tiago Barros is a Brazilian jiu jitsu black belt under Cicero Costha, and one of the top light featherweight competitors of his generation, having earned podium spots in the top grappling tournaments, including the Brazilian Nationals, European Open and World Championships. A guard passer by nature (an unusual trait in his weight class), Barros was one of the leading figures to leave the Projecto Social Lutando Pelo Bem (PSLPB) team on October 2015, to join the Jiu Jitsu New School Brotherhood academy.",https://www.bjjheroes.com/bjj-fighters/jose-tiago-barros
